Id,Label,timeset,eigencentrality,modularity_class,Degree
9136,"PERES, OLG",,0.001098,0,4
9137,"NATH, P",,0.000289,0,2
9138,"GANIS, G",,0.001304,0,4
9139,"KRCMAR, M",,0.000617,0,4
9140,"KRECAK, Z",,0.000617,0,4
9141,"STIPCEVIC, M",,0.000617,0,4
9142,"LJUBICIC, A",,0.000617,0,4
9143,"BRADLEY, DA",,0.000617,0,4
9144,"BIEBER, R",,0.00355,0,14
9145,"SHARMA, MM",,0.002128,0,6
9146,"HOMBACH, A",,0.000482,0,3
9147,"CASSING, W",,0.000482,0,3
9148,"MOSEL, U",,0.000482,0,3
9149,"BLASCHKE, D",,0.001428,0,9
9150,"GRIGORIAN, H",,0.000806,0,5
9151,"POGHOSYAN, G",,0.000806,0,5
9152,"ROBERTS, CD",,0.000663,0,4
9153,"SCHMIDT, S",,0.000663,0,4
9154,"BEALL, JH",,0.000166,0,1
9155,"BISIKALO, DV",,0.001733,0,9
9156,"BOYARCHUK, AA",,0.001733,0,9
9157,"KUZNETSOV, OA",,0.002361,0,12
9158,"CHECHETKIN, VM",,0.002416,0,13
9159,"HATZIDIMITRIOU, D",,0.008689,0,5
9160,"WEEKS, JR",,0.00017,0,1
9161,"MONNET, G",,0.004315,0,5
9162,"XANTHOPOULOS, E",,0.017496,0,22
9163,"PORCAS, RW",,0.011739,0,18
9164,"CARLSON, MN",,0.006952,0,5
9165,"TEAM, TWID",,0.008506,0,8
9166,"IBRAHIM, A",,0.001078,0,1
9167,"KURCZYNSKI, P",,0.015673,0,9
9168,"MADDEN, N",,0.015673,0,9
9169,"PEHL, R",,0.015673,0,9
9170,"SEMERAK, O",,0.000352,0,2
9171,"HNORTHJENSEN, M",,0.00018,0,1
9172,"BOWER, GC",,0.006149,0,12
9173,"AUFDENBERG, JP",,0.004453,0,10
9174,"MUSLIMOV, AG",,0.000461,0,2
9175,"OSBORNE, KMJP",,0.000448,0,1
9176,"NAYLOR, CHT",,0,0,0
9177,"TONERI, T",,0.001348,0,3
9178,"ARNAUD, KA",,0.008747,0,7
9179,"SMALE, AP",,0.030229,0,22
9180,"BUONOMO, F",,0.001447,0,3
9181,"CHODOROWSKI, M",,0.001211,0,5
9182,"LOKAS, E",,0.000733,0,3
9183,"POLLO, A",,0.000733,0,3
9184,"OLIVE, JF",,0.009931,0,10
9185,"BOIRIN, L",,0.015796,0,12
9186,"HUETER, GJ",,0.001289,0,1
9187,"FUSCOFEMIANO, R",,0.058512,0,28
9188,"DACRI, F",,0.006134,0,2
9189,"MORRIS, PW",,0.007705,0,23
9190,"FADEYEV, YA",,0.000135,0,1
9191,"GILLET, D",,0.000135,0,1
9192,"BREGER, M",,0.00061,0,4
9193,"PAMYATNYKH, A",,0.000154,0,1
9194,"PFEIFFER, B",,0.013172,0,12
9195,"VOIT, JHKGM",,0,0,0
9196,"BLANLOEIL, V",,0.000414,0,1
9197,"BETHE, HA",,0.007863,0,6
9198,"MUKHERJEE, S",,0.000995,0,5
9199,"BABU, GJ",,0.000995,0,5
9200,"MURTAGH, F",,0.001803,0,7
9201,"FRALEY, C",,0.000995,0,5
9202,"RAFTERY, A",,0.000995,0,5
9203,"UNGER, SJ",,0.013384,0,27
9204,"NEGUERUELA, I",,0.018459,0,20
9205,"LLOYD, C",,0.00255,0,5
9206,"GEPPERT, U",,0.002791,0,9
9207,"KALLENBACH, R",,0.003072,0,13
9208,"IPAVICH, FM",,0.003072,0,13
9209,"BOCHSLER, P",,0.003072,0,13
9210,"HEFTI, S",,0.003072,0,13
9211,"WURZ, P",,0.003072,0,13
9212,"AELLIG, MR",,0.003072,0,13
9213,"GALVIN, AB",,0.003072,0,13
9214,"GEISS, J",,0.004459,0,21
9215,"GLIEM, F",,0.003072,0,13
9216,"GLOECKLER, G",,0.003709,0,17
9217,"GRUNWALDT, H",,0.003072,0,13
9218,"HILCHENBACH, M",,0.003072,0,13
9219,"HOVESTADT, D",,0.003072,0,13
9220,"LANZETTA, K",,0.019044,0,12
9221,"BAGOT, P",,0.000502,0,2
9222,"DICKENS, RJ",,0.005724,0,7
9223,"SESHADRI, TR",,0.00053,0,3
9224,"WANDERS, I",,0.072343,0,41
9225,"COLLIER, S",,0.022779,0,16
9226,"BERTRAM, R",,0.065509,0,37
9227,"HUNLEY, JF",,0.007532,0,5
9228,"SNIDER, BA",,0.000983,0,3
9229,"ROMERO, GE",,0.001186,0,7
9230,"BRIDLE, SL",,0.009266,0,11
9231,"ROCHA, OLG",,0.002386,0,4
9232,"WALKER, M",,0.001213,0,4
9233,"HURLEY, J",,0.001829,0,5
9234,"HE, P",,0.000258,0,1
9235,"MAZUMDAR, A",,0.003369,0,11
9236,"KHRUZINA, TS",,0.000977,0,5
9237,"CHEREPASHCHUK, AM",,0.000977,0,5
9238,"WEISSMAN, L",,0.001662,0,6
9239,"BROUDE, C",,0.001662,0,6
9240,"GOLDRING, G",,0.032143,0,44
9241,"HADAR, R",,0.001662,0,6
9242,"HASS, M",,0.001662,0,6
9243,"SCHWAMM, F",,0.001662,0,6
9244,"SHAANAN, M",,0.001662,0,6
9245,"SCHENKER, K",,0.00056,0,2
9246,"MORIONDO, G",,0.011536,0,14
9247,"MOLLA, M",,0.002889,0,11
9248,"PIMENOV, SF",,0.000141,0,1
9249,"BLOOM, J",,0.212616,0,70
9250,"TELTING, J",,0.176802,0,47
9251,"MACKEY, C",,0.080782,0,16
9252,"SMARTT, S",,0.080782,0,16
9253,"BENN, C",,0.080782,0,16
9254,"JAFFEL, LB",,0.007824,0,13
9255,"GLADDERS, MD",,0.00729,0,19
9256,"WALL, WF",,0.002218,0,4
9257,"ODEGARD, N",,0.013416,0,23
9258,"WOOLASTON, EJ",,0.002469,0,1
9259,"VASISHT, EMLG",,0,0,0
9260,"GALLAIS, P",,0.009843,0,20
9261,"TRAN, D",,0.013635,0,17
9262,"CESARSKY, C",,0.071581,0,62
9263,"BODEN, AF",,0.005953,0,9
9264,"SOUTHWELL, K",,0.002676,0,2
9265,"HUGHES, HKPSMG",,0.045628,0,19
9266,"HILL, R",,0.045628,0,19
9267,"NELSON, AF",,0.001852,0,8
9268,"LYUTIKOV, M",,0.002811,0,6
9269,"MACHABELI, G",,0.002676,0,6
9270,"COOPER, C",,0.00113,0,4
9271,"RAMIREZRUIZ, E",,0.001282,0,5
9272,"YOSHIDA, MCSA",,0.00113,0,4
9273,"NAMIKI, M",,0.007561,0,11
9274,"BHAT, NDR",,0.00046,0,3
9275,"GUPTA, Y",,0.001015,0,5
9276,"RAO, AP",,0.00046,0,3
9277,"NEWBERG, HJ",,0.018696,0,28
9278,"LINK, R",,0.000234,0,1
9279,"KOOPMANN, RA",,0.00021,0,1
9280,"LEWIS, RIG",,0,0,0
9281,"MOUNTAIN, M",,0.01395,0,6
9282,"PUTMAN, M",,0.003184,0,5
9283,"BELOLAPTIKOV, IA",,0.002653,0,12
9284,"BEZRUKOV, LB",,0.002653,0,12
9285,"BUDNEV, NM",,0.002653,0,12
9286,"BUGAEV, EV",,0.003443,0,17
9287,"DJILKIBAEV, ZAM",,0.002653,0,12
9288,"DOMOGATSKY, GV",,0.002653,0,12
9289,"DOROSHENKO, AA",,0.002653,0,12
9290,"KLABUKOV, AM",,0.002653,0,12
9291,"KLIMUSHIN, SI",,0.002653,0,12
9292,"KUZMICHEV, LA",,0.002653,0,12
9293,"PANFILOV, AI",,0.002653,0,12
9294,"PARFENOV, YV",,0.002653,0,12
9295,"SOKALSKI, IA",,0.002653,0,12
9296,"SHEARER, A",,0.004416,0,18
9297,"GOLDEN, A",,0.004549,0,19
9298,"HARFST, S",,0.002861,0,11
9299,"BUTLER, R",,0.003652,0,14
9300,"REDFERN, RM",,0.002672,0,10
9301,"BESKIN, CMOGM",,0.002672,0,10
9302,"NEUSTROEV, VV",,0.003784,0,15
9303,"PLOKHOTNICHENKO, VL",,0.003652,0,14
9304,"CULLUM, M",,0.003242,0,13
9305,"DANKS, A",,0.013274,0,27
9306,"HAWLEY, JF",,0.000731,0,4
9307,"KALLMAN, T",,0.00273,0,8
9308,"VRTILEK, S",,0.001533,0,6
9309,"JEFFERY, DJ",,0.001418,0,3
9310,"CUTRI, RM",,0.026503,0,29
9311,"FINDLEY, J",,0.06253,0,20
9312,"SKELTON, P",,0.089646,0,28
9313,"EKELIN, S",,0.000655,0,4
9314,"FARDAL, MA",,0.002262,0,4
9315,"WITCHALLS, PL",,0.00229,0,6
9316,"YOSHIKAWA, K",,0.004062,0,12
9317,"ITOH, M",,0.000586,0,2
9318,"VOSKRESENSKY, DN",,0.001506,0,10
9319,"KOLOMEITSEV, EE",,0.000333,0,2
9320,"KAEMPFER, B",,0.000333,0,2
9321,"BARCAROLI, R",,0.024135,0,12
9322,"GAENSICKE, BT",,0.032512,0,31
9323,"BURDERI, L",,0.018215,0,12
9324,"HILLENBRAND, LA",,0.003331,0,11
9325,"INOUE, M",,0.010204,0,19
9326,"HATZIMINAOGLOU, E",,0.000676,0,2
9327,"MAGLIOCCHETTI, M",,0.004757,0,8
9328,"BONATTO, C",,0.003316,0,5
9329,"LANGLOIS, M",,0.003316,0,5
9330,"SMITH, TL",,0.003144,0,9
9331,"DRILLING, JS",,0.002781,0,7
9332,"ANDERSON, CM",,0.002781,0,7
9333,"WHEATLEY, PJ",,0.012266,0,5
9334,"ALLER, HD",,0.019565,0,29
9335,"ALLER, MF",,0.019565,0,29
9336,"MOCHKOVITCH, MHR",,0.000925,0,3
9337,"BEINTEMA, DA",,0.007122,0,17
9338,"MOLSTER, FJ",,0.006591,0,15
9339,"BOUWMAN, J",,0.008299,0,19
9340,"POTTASCH, SR",,0.006826,0,18
9341,"GRAAUW, TD",,0.012598,0,38
9342,"BRACCO, A",,0.000789,0,4
9343,"YECKO, P",,0.003026,0,7
9344,"OPPENHEIMER, BR",,0.007647,0,4
9345,"CAPUANO, N",,0.002473,0,5
9346,"GARGIULO, G",,0.002473,0,5
9347,"TAGLIAFERRI, R",,0.003478,0,11
9348,"STACHNIEWICZ, S",,0.000283,0,2
9349,"BONNELL, I",,0.000173,0,1
9350,"MAGNUSSEN, N",,0.025847,0,36
9351,"RHODE, W",,0.026572,0,38
9352,"BELTRAN, JCV",,0.009704,0,16
9353,"AMICO, P",,0.002912,0,8
9354,"FUNES, JG",,0.009046,0,14
9355,"BECKMAN, J",,0.002912,0,8
9356,"PONS, J",,0.001045,0,5
9357,"KRAUS, A",,0.033262,0,33
9358,"KANEDA, H",,0.010682,0,10
9359,"ASTROFISICA, VVT",,0.00034,0,2
9360,"A, DF",,0.00034,0,2
9361,"DEUL, E",,0.042157,0,55
9362,"ERBEN, T",,0.029522,0,38
9363,"GUARNIERI, MD",,0.021324,0,25
9364,"MENDEZ, R",,0.01868,0,21
9365,"NONINO, M",,0.041667,0,53
9366,"OLSEN, L",,0.017208,0,19
9367,"PRANDONI, I",,0.01921,0,23
9368,"SILVA, D",,0.017686,0,22
9369,"WICENEC, A",,0.023026,0,29
9370,"WICHMANN, R",,0.01901,0,22
9371,"UNRUH, W",,0,0,0
9372,"STROHMAYER, T",,0.061929,0,30
9373,"CANZIAN, B",,0,0,0
9374,"STARK, AA",,0.004382,0,11
9375,"SIRONI, G",,0.017417,0,22
9376,"WALKER, CK",,0.003771,0,7
9377,"PUY, D",,0.000831,0,4
9378,"PONS, JA",,0.002038,0,9
9379,"COLEMAN, IJ",,0.00127,0,4
9380,"CHADWICK, PM",,0.012861,0,26
9381,"DICKINSON, MR",,0.01181,0,21
9382,"DIPPER, NA",,0.01181,0,21
9383,"KENDALL, TR",,0.01181,0,21
9384,"MCCOMB, TJL",,0.013363,0,29
9385,"ORFORD, KJ",,0.012861,0,26
9386,"OSBORNE, JL",,0.00678,0,16
9387,"RAYNER, SM",,0.012861,0,26
9388,"ROBERTS, ID",,0.012041,0,22
9389,"SHAW, SE",,0.012861,0,26
9390,"TURVER, KE",,0.013363,0,29
9391,"POTTSCHMIDT, K",,0.007525,0,12
9392,"HAYASHI, I",,0.001467,0,2
9393,"CHENG, YN",,0.000284,0,1
9394,"HARWIT, M",,0.045505,0,47
9395,"MELNICK, GJ",,0.003246,0,9
9396,"KAUFMAN, MJ",,0.002465,0,6
9397,"WELCH, WJW",,0.016639,0,9
9398,"PAHRE, M",,0.084564,0,48
9399,"OBRIEN, TJ",,0.002518,0,4
9400,"PHILLIPS, LA",,0.000597,0,1
9401,"AMRAM, P",,0.008286,0,21
9402,"DOKUCHAEV, VI",,0.000602,0,3
9403,"EROSHENKO, YN",,0.000418,0,2
9404,"BALLEGOOIJEN, AAV",,0.001547,0,6
9405,"LOFDAHL, MG",,0.001547,0,6
9406,"STEIN, RF",,0.003802,0,16
9407,"KRISHNAKUMAR, V",,0.001547,0,6
9408,"ROGERS, T",,0.001288,0,3
9409,"GUTIERREZ, K",,0.001288,0,3
9410,"CUSTODIO, PS",,0.000272,0,1
9411,"KIEFER, C",,0.000795,0,3
9412,"SOLOMONS, DM",,0.000202,0,1
9413,"ANTONSEN, F",,0.000135,0,1
9414,"BORMANN, K",,0.000135,0,1
9415,"DANDO, O",,0.000171,0,1
9416,"ZLOSHCHASTIEV, KG",,0,0,0
9417,"TAHA, MO",,0.000283,0,2
9418,"BERNUI, A",,0.000455,0,3
9419,"GOMERO, GI",,0.000455,0,3
9420,"BYLAND, S",,0.000156,0,1
9421,"KLAPDORKLEINGROTHAUS, HV",,0.000271,0,2
9422,"CASAS, JA",,0.000519,0,2
9423,"KOLDA, C",,0.000962,0,5
9424,"MARCHRUSSELL, J",,0.001474,0,7
9425,"DUBOVSKY, SL",,0.000395,0,2
9426,"RODRIGUEZQUINTERO, J",,0.00032,0,2
9427,"SKAGERSTAM, B",,0.000172,0,1
9428,"NAUMOV, VA",,0.001038,0,6
9429,"SINEGOVSKAYA, TS",,0.000907,0,5
9430,"SINEGOVSKY, SI",,0.000907,0,5
9431,"LAIX, AD",,0.000251,0,1
9432,"PUSHKIN, A",,0.000724,0,3
9433,"THOMPSON, IJ",,0.000724,0,3
9434,"SCHAFFNERBIELICH, J",,0.001327,0,8
9435,"BENNACEUR, K",,0.000631,0,4
9436,"NOWACKI, F",,0.000971,0,6
9437,"OKOLOWICZ, J",,0.000631,0,4
9438,"PLOSZAJCZAK, M",,0.000631,0,4
9439,"SONG, HQ",,0.000538,0,3
9440,"DZUBA, VA",,0.000712,0,2
9441,"KOMIYAMA, Y",,0.008793,0,9
9442,"YASUDA, N",,0.009737,0,10
9443,"NAUMOV, DV",,0.000502,0,3
9444,"PENKOV, FM",,0.000502,0,3
9445,"GARCIABURILLO, S",,0.003665,0,9
9446,"SEMPERE, MJ",,0.002666,0,7
9447,"NERI, R",,0.033813,0,37
9448,"TKACHEV, I",,0.002509,0,10
9449,"CRAWFORD, DF",,0,0,0
9450,"RIDGWAY, KMBSE",,0.003652,0,2
9451,"BAGCHI, J",,0.000396,0,2
9452,"FIORANI, A",,0.02242,0,19
9453,"VETTOLANI, AG",,0.02242,0,19
9454,"JENET, FA",,0.002272,0,4
9455,"ANDERSON, SB",,0.009591,0,11
9456,"STADEL, TQJ",,0.004344,0,5
9457,"PATTERSON, J",,0.005045,0,14
9458,"HERPIN, F",,0.001182,0,5
9459,"ALCOLEA, J",,0.002239,0,8
9460,"CERNICHARO, J",,0.007831,0,26
9461,"PELLEGRINI, PS",,0.019688,0,26
9462,"MACHALSKI, J",,0.000278,0,2
9463,"JAMROZY, M",,0.000141,0,1
9464,"GRANDPIERRE, A",,0,0,0
9465,"GODLOWSKI, W",,0.000323,0,2
9466,"NISHIURA, S",,0.004145,0,8
9467,"VENTURA, J",,0.000864,0,3
9468,"HARRIS, HC",,0.003964,0,9
9469,"DAHN, CC",,0.017524,0,27
9470,"WALKER, RL",,0.003964,0,9
9471,"LUGINBUHL, CB",,0.00854,0,12
9472,"MONET, AB",,0.003964,0,9
9473,"GUETTER, HH",,0.00854,0,12
9474,"STONE, RC",,0.003964,0,9
9475,"MONET, DG",,0.018823,0,34
9476,"DANOS, R",,0.000361,0,1
9477,"MIKHEEVA, EV",,0.000936,0,4
9478,"STRICKLAND, DK",,0.005149,0,5
9479,"STEVENS, IR",,0.004071,0,9
9480,"TAKAHASHI, Y",,0.021717,0,20
9481,"ALLEN, RE",,0.000283,0,2
9482,"COLLABORATION, E",,0.003107,0,4
9483,"UNSW, AY",,0.003088,0,3
9484,"KHANNA, R",,0,0,0
9485,"MATUZAWA, H",,0.004944,0,7
9486,"MORIKAWA, K",,0.004944,0,7
9487,"WATANABE, K",,0.009951,0,17
9488,"LIPARI, P",,0.002159,0,8
9489,"RABBETTE, M",,0.000847,0,3
9490,"SMITH, N",,0.005458,0,11
9491,"STEEL, S",,0.000847,0,3
9492,"HECKLER, A",,0.001497,0,3
9493,"VOLLICK, DN",,0.000313,0,2
9494,"MCNAMARA, AVBR",,0.002202,0,4
9495,"HORNSTRUP, A",,0.003803,0,7
9496,"WHITE, GL",,0.017259,0,22
9497,"SULLIVAN, CMMO",,0.001606,0,6
9498,"GARCIA, PVR",,0.001606,0,6
9499,"REDFERN, M",,0.003377,0,13
9500,"BOEKER, T",,0.00656,0,6
9501,"STOREY, AKJWV",,0.000238,0,1
9502,"OSULLIVAN, C",,0.002809,0,10
9503,"COLHOUN, M",,0.002809,0,10
9504,"HENRY, TJ",,0.000497,0,2
9505,"OUELLETTE, JA",,0.000609,0,1
9506,"PHYSICS, JJDO",,0.001006,0,5
9507,"DELAWARE, UO",,0.001006,0,5
9508,"CATALUNYA, DIDED",,0.001006,0,5
9509,"UNIT, CR",,0.001006,0,5
9510,"GANGULY, R",,0.001776,0,3
9511,"GORJIAN, V",,0.053875,0,15
9512,"TAM, R",,0.003218,0,2
9513,"SMITH, GH",,0.000353,0,1
9514,"LUPTON, R",,0.018011,0,29
9515,"PONZONE, R",,0.003913,0,2
9516,"NOORT, MV",,0.004028,0,6
9517,"KURUCZ, RL",,0.004028,0,6
9518,"JAIN, D",,0.000462,0,3
9519,"PANCHAPAKESAN, N",,0.000462,0,3
9520,"BHATIA, VB",,0.000462,0,3
9521,"AL, PGE",,0,0,0
9522,"CARILLI, C",,0.016177,0,16
9523,"CHRISTENSENDALSGAARD, TMBJ",,0,0,0
9524,"JONCHSORENSEN, H",,0.000226,0,1
9525,"CHAFFEE, FH",,0.091909,0,47
9526,"QUELOZ, D",,0.012169,0,30
9527,"ALLAIN, S",,0.001644,0,4
9528,"BARYSHEV, YV",,0.022836,0,11
9529,"BRUZUAL, GA",,0.005561,0,4
9530,"LEVINE, S",,0.000135,0,1
9531,"SPARKE, L",,0.000135,0,1
9532,"SIEVERS, A",,0.001042,0,3
9533,"DUNCAN, DK",,0.002309,0,10
9534,"REBULL, LM",,0.002309,0,10
9535,"PRIMAS, F",,0.002847,0,10
9536,"BOESGAARD, AM",,0.001844,0,7
9537,"DELIYANNIS, CP",,0.011223,0,24
9538,"HOBBS, LM",,0.007342,0,20
9539,"RYAN, SG",,0.003661,0,11
9540,"SHUPE, DL",,0.007701,0,13
9541,"FANG, F",,0.007701,0,13
9542,"HACKING, PB",,0.006306,0,9
9543,"MIGLIORINI, S",,0.004279,0,7
9544,"BAFFA, C",,0.010308,0,18
9545,"ALTIERI, B",,0.016057,0,25
9546,"METCALFE, L",,0.019977,0,32
9547,"LEECH, K",,0.01413,0,22
9548,"OKUMURA, K",,0.013381,0,23
9549,"SCHULZ, B",,0.01413,0,22
9550,"BREEN, BM",,0.009464,0,14
9551,"BUAT, V",,0.00248,0,9
9552,"ABRAMS, M",,0.006747,0,7
9553,"BENNETT, C",,0.006747,0,7
9554,"COOK, K",,0.06574,0,30
9555,"WISHNOW, E",,0.006747,0,7
9556,"MIYATA, E",,0.003464,0,10
9557,"TSUNEMI, H",,0.003464,0,10
9558,"KOHMURA, T",,0.000772,0,4
9559,"KUMAGAI, S",,0.000772,0,4
9560,"J, J",,0.001337,0,3
9561,"TANIGUCHI, YOY",,0,0,0
9562,"HANLON, L",,0.013389,0,23
9563,"KESSLER, M",,0.008698,0,13
9564,"STARCK, JL",,0.019427,0,23
9565,"BURUD, I",,0.018937,0,17
9566,"JAUNSEN, A",,0.01715,0,12
9567,"ANDERSEN, M",,0.01715,0,12
9568,"CLASEN, J",,0.01715,0,12
9569,"WUCKNITZ, O",,0.019872,0,17
9570,"DULLEMOND, CP",,0.000294,0,1
9571,"ZARITSKY, KZSD",,0.000202,0,1
9572,"RYDT, FVD",,0.001789,0,4
9573,"BURRIS, DL",,0.001154,0,3
9574,"AFSHORDI, N",,0.000456,0,3
9575,"KHODJASTEH, K",,0.000456,0,3
9576,"HU, AGW",,0,0,0
9577,"KURTH, OM",,0.000575,0,2
9578,"GIEBELS, B",,0.02424,0,33
9579,"BERGERET, H",,0.010573,0,10
9580,"CORDIER, A",,0.010573,0,10
9581,"NAUROIS, MD",,0.010573,0,10
9582,"ESCHSTRUTH, P",,0.010573,0,10
9583,"ARCE, HG",,0.000689,0,4
9584,"BASTIEN, P",,0.001284,0,8
9585,"MANSET, N",,0.000689,0,4
9586,"SUMNER, M",,0.000689,0,4
9587,"BECKMANN, V",,0.028169,0,37
9588,"DOUGLAS, NG",,0.007666,0,11
9589,"BARTHEL, PD",,0.00844,0,12
9590,"CORDIS, L",,0.005702,0,7
9591,"NASS, P",,0.005702,0,7
9592,"ROSENTHAL, CS",,0.002565,0,10
9593,"FALCO, E",,0.160712,0,47
9594,"KOCHANEK, C",,0.011986,0,14
9595,"MCLEOD, B",,0.008224,0,9
9596,"PENG, C",,0.008224,0,9
9597,"KEETON, C",,0.012483,0,15
9598,"BEMMEL, IMV",,0.020451,0,22
9599,"SAVIC, P",,0.000155,0,1
9600,"MIDDLEDITCH, WZJ",,0.001649,0,3
9601,"NEUFELD, D",,0.007896,0,14
9602,"LEPP, S",,0.001956,0,9
9603,"STAUFFER, J",,0.006797,0,20
9604,"PIEMONTE, A",,0.060459,0,29
9605,"COVARRUBIAS, R",,0.068141,0,38
9606,"RIBEIRO, MB",,0.00058,0,4
9607,"MIGUELOTE, AY",,0.000153,0,1
9608,"STANGHELLINI, C",,0.00521,0,9
9609,"FANTI, C",,0.005437,0,10
9610,"BIRETTA, J",,0.008803,0,10
9611,"KING, J",,0.001654,0,5
9612,"TOVMASSIAN, GH",,0.016413,0,29
9613,"MASON, PA",,0.012507,0,14
9614,"CIARDI, DR",,0.012737,0,15
9615,"MAYERHASSELWANDER, H",,0.00492,0,7
9616,"HOMER, L",,0.006504,0,5
9617,"HURE, J",,0.001143,0,4
9618,"LANE, W",,0.003021,0,5
9619,"RAO, S",,0.003021,0,5
9620,"TURNSHEK, D",,0.003021,0,5
9621,"LEONARD, A",,0.00421,0,5
9622,"ABIA, C",,0.000931,0,4
9623,"HARRIS, MJ",,0.006005,0,7
9624,"MINK, DJ",,0.01002,0,8
9625,"SEIGAR, MS",,0.000257,0,1
9626,"JAMES, PA",,0.006229,0,10
9627,"AND, JM",,0.000918,0,1
9628,"SCHMOLDT, IM",,0.01901,0,14
9629,"WAN, L",,0.000295,0,2
9630,"DGANI, R",,0.000168,0,1
9631,"VAETH, HM",,0.000587,0,3
9632,"SEGAL, M",,0.003066,0,4
9633,"CHARBONNEAU, D",,0.015556,0,29
9634,"BROWN, ST",,0.005177,0,7
9635,"SHETH, R",,0.000413,0,1
9636,"CHARTAS, G",,0.020568,0,22
9637,"CHUSS, D",,0.002329,0,4
9638,"SHAPIRO, I",,0.00246,0,5
9639,"PUTMAN, ME",,0.044143,0,40
9640,"BUREAU, M",,0.012439,0,7
9641,"BONNETBIDAUD, JM",,0.027654,0,20
9642,"RALUY, F",,0.000519,0,2
9643,"COLINA, L",,0.012198,0,13
9644,"SANKRIT, R",,0.005419,0,9
9645,"ANTONELLO, E",,0.004568,0,6
9646,"CORSON, C",,0.007703,0,7
9647,"HOOK, RN",,0.032841,0,28
9648,"KOEHLER, R",,0.001198,0,4
9649,"SIMATOS, N",,0.000178,0,1
9650,"ALLEN, ML",,0.000161,0,1
9651,"NOTA, A",,0.0031,0,9
9652,"SIRIANNI, M",,0.002392,0,6
9653,"ARKHIPOVA, NA",,0.000528,0,3
9654,"SCHOPPER, R",,0.00047,0,2
9655,"BERGIN, EA",,0.001265,0,5
9656,"CLOSE, LM",,0.001578,0,7
9657,"KIJAK, J",,0.000442,0,2
9658,"KRAWCZYK, A",,0.000442,0,2
9659,"COURTES, G",,0.001631,0,4
9660,"TAURIS, TM",,0.002661,0,7
9661,"OLSEN, LF",,0.032373,0,37
9662,"SLIJKHUS, R",,0.011026,0,13
9663,"WILKES, B",,0.010632,0,11
9664,"HARTMANN, JCBLHD",,0.001047,0,3
9665,"BARLOW, MJ",,0.008536,0,21
9666,"CRAWFORD, IA",,0.001047,0,3
9667,"RICHARDS, EA",,0.011663,0,14
9668,"FOMALONT, EB",,0.003893,0,8
9669,"PARTRIDGE, RB",,0.012383,0,18
9670,"RODGERS, B",,0.004387,0,2
9671,"AKESON, RL",,0.00069,0,2
9672,"LATORA, V",,0.000631,0,4
9673,"RAPISARDA, A",,0.000631,0,4
9674,"RUFFO, S",,0.000592,0,4
9675,"VERMA, MK",,0.000135,0,1
9676,"DAR, G",,0.000135,0,1
9677,"BORUKHOV, I",,0.000283,0,2
9678,"ANDELMAN, D",,0.000283,0,2
9679,"ORLAND, H",,0.000283,0,2
9680,"SCHIFFER, M",,0.000159,0,1
9681,"KHANNA, G",,0.002164,0,10
9682,"ALNOWAISER, AA",,0.000283,0,2
9683,"BOYADJIEV, T",,0.000283,0,2
9684,"FIZIEV, P",,0.000283,0,2
9685,"YAZADJIEV, S",,0.000283,0,2
9686,"PAPADOPOULOS, P",,0.004068,0,17
9687,"FONT, JA",,0.004811,0,19
9688,"KANAZAWA, T",,0.001378,0,3
9689,"BENAKLI, K",,0.000612,0,2
9690,"SEGURA, J",,0.000643,0,3
9691,"MCDONALD, J",,0.000224,0,1
9692,"SON, DT",,0,0,0
9693,"ABDURASHITOV, JN",,0.003919,0,9
9694,"BAJC, B",,0.000532,0,2
9695,"MISAKI, A",,0.000907,0,5
9696,"TAKAHASHI, N",,0.000907,0,5
9697,"BEREZHIANI, Z",,0.00045,0,3
9698,"COMELLI, D",,0.000308,0,2
9699,"WU, ZC",,0,0,0
9700,"BREVIK, I",,0.000135,0,1
9701,"JENSEN, B",,0.000135,0,1
9702,"MARTINEZPINEDO, G",,0.020483,0,11
9703,"ROSENBLUTH, MN",,0.000507,0,3
9704,"CHIBOUCAS, K",,0.002289,0,5
9705,"MINSKE, JK",,0.001958,0,4
9706,"SALGADO, JF",,0.001958,0,4
9707,"MARSHALL, S",,0.149525,0,51
9708,"ALLSMAN, R",,0.071163,0,25
9709,"AXELROD, T",,0.118404,0,43
9710,"PETERSON, B",,0.071163,0,25
9711,"PRATT, M",,0.071163,0,25
9712,"SCHULTZ, G",,0.006118,0,5
9713,"KIRKPATRICK, JD",,0.031437,0,52
9714,"GOODRICH, R",,0.168086,0,64
9715,"STORRS, A",,0.004321,0,3
9716,"MACK, J",,0.002188,0,2
9717,"LAMB, SA",,0.002557,0,6
9718,"HEARN, NC",,0.000542,0,2
9719,"BELLE, GTV",,0.003067,0,3
9720,"COLLABORATION, TP",,0.005201,0,8
9721,"SEALEY, KM",,0.003879,0,3
9722,"BOULADE, O",,0.006363,0,15
9723,"CESARSKY, D",,0.007541,0,19
9724,"DUPRAZ, C",,0.004244,0,9
9725,"MADDEN, S",,0.004673,0,10
9726,"VIALLEFOND, F",,0.005225,0,12
9727,"PARTHASARATHY, M",,0.004096,0,6
9728,"GARCIALARIO, P",,0.004965,0,7
9729,"CLARK, JS",,0.005118,0,8
9730,"ROOS, MS",,0.000961,0,3
9731,"JOLY, M",,0.000961,0,3
9732,"BEYER, E",,0.076783,0,51
